CORTE,SECTOR / ZONA,ACTIVIDAD,FAMILIA,VENCE,EST,CAL,CAMP,AMB,BIM,SSOMA,OTROS,CHECKS PENDIENTES,TOTAL CHECKS,ANTIGUEDAD (dias),MARCADA,CLAVE ORDEN,LISTA TRELLO,DIA DEL CORTE,ESTADO,LINK TRELLO
2026-09-08 19:52,1CS12,ENCOFRADO DE ZAPATA Y VIGA DE CIMENTACIÓN,Encofrado,2026-09-01 17:00,3,5,4,1,2,2,0,17,17,7,,17.0035,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/n7OZ1ME3
2026-09-08 19:52,1CS13,RELLENO CON AFIRMADO COMPACTADO HASTA NIVEL DE FALSA ZAPATA,Relleno,2026-08-27 17:00,0,4,4,1,0,2,0,11,11,12,,11.0036,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/DQdYR2Te
2026-09-08 19:52,1PS1,ENCOFRADO DE COLUMNAS Y PLACAS,Encofrado,2026-08-27 17:00,3,8,6,1,0,2,0,20,20,12,,20.0037,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/vJpNYTuu
2026-09-08 19:52,1CS14,CONCRETO DE ZAPATA Y VIGA DE CIMENTACIÓN,Concreto,2026-09-04 17:00,3,5,5,1,1,2,0,17,17,4,,17.0038,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/U4hJgzya
2026-09-08 19:52,1CS6,ACERO SUPERIOR EN ZAPATAS,Acero,2026-08-27 17:00,8,5,1,3,0,5,0,22,22,12,,22.0039,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/lEJ0EF6P
2026-09-08 19:52,1CS15,ENCOFRADO DE ZAPATA Y VIGA DE CIMENTACIÓN,Encofrado,2026-09-04 17:00,3,5,4,1,2,2,0,17,17,4,,17.004,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/Lk5VAV1X
2026-09-08 19:52,1CS13,ACERO DE VIGA DE CIMENTACIÓN,Acero,2026-09-01 17:00,7,4,2,2,0,3,0,18,18,7,,18.0041,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/AfFtGacg
2026-09-08 19:52,1CS13,TRAZO Y REPLANTEO DE ZAPATAS Y ELEMENTOS VERTICALES,Trazo,2026-08-27 17:00,0,2,0,0,0,0,0,2,2,12,,2.0042,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/avuGUnqE
2026-09-08 19:52,1PS2,COMPLETADO DE ESTRIBOS EN COLUMNAS Y PLACAS,Acero,2026-08-27 17:00,5,5,5,2,4,5,0,26,26,12,,26.0043,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/0yJQVPA4
2026-09-08 19:52,1CS16,RELLENO CON AFIRMADO COMPACTADO HASTA NIVEL DE FALSA ZAPATA,Relleno,2026-09-04 17:00,0,4,4,1,0,2,0,11,11,4,,11.0044,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/z2XwoHUI
2026-09-08 19:52,1CS13,ACERO SUPERIOR EN ZAPATAS,Acero,2026-09-01 17:00,8,5,1,3,0,5,0,22,22,7,,22.0045,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/6a3rfyRg
2026-09-08 19:52,1CS3,RELLENO CON AFIRMADO COMPACTADO HASTA NIVEL DE ZAPATA,Relleno,2026-08-27 17:00,0,6,4,1,0,2,0,13,13,12,,13.0046,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/uH9XS7w5
2026-09-08 19:52,1CS16,TRAZO Y REPLANTEO DE ZAPATAS Y ELEMENTOS VERTICALES,Trazo,2026-09-04 17:00,3,6,1,0,3,0,0,13,13,4,,13.0047,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/D1ealzm7
2026-09-08 19:52,1CS14,ACERO VERTICAL DE COLUMNAS Y ESTRIBOS PARCIALES,Acero,2026-09-01 17:00,5,4,2,2,0,3,0,16,16,7,,16.0048,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/eQD6fjSG
2026-09-08 19:52,1PS2,TRAZO Y REPLANTEO DE COLUMNAS Y PLACAS,Trazo,2026-08-27 17:00,0,2,0,0,0,0,0,2,2,12,,2.0049,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/5ykrOinI
2026-09-08 19:52,1CS17,CONCRETO EN FALSA ZAPATA,Concreto,2026-09-04 17:00,3,5,7,2,1,3,0,21,21,4,,21.005,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/QgUNyCXU
2026-09-08 19:52,1CS15,ACERO INFERIOR EN ZAPATAS,Acero,2026-09-01 17:00,7,4,1,2,0,4,0,18,18,7,,18.0051,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/NI49RKsU
2026-09-08 19:52,1CS16,EXCAVACIÓN DE CIMENTACIONES,Excavacion,2026-09-01 17:00,4,4,6,2,2,3,0,21,21,7,,21.0052,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/XkqVQQNA
2026-09-08 19:52,1CS18,ENCOFRADO DE FALSA ZAPATA,Encofrado,2026-09-04 17:00,3,7,2,1,2,3,0,18,18,4,,18.0053,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/xOyWuCN3
2026-09-08 19:52,1CS7,ACERO DE VIGA DE CIMENTACIÓN,Acero,2026-09-04 17:00,7,4,2,2,0,3,0,18,18,4,,18.0054,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/bqu6BpdP
2026-09-08 19:52,1CS16,TRAZO Y REPLANTEO PARA EXCAVACIÓN DE CIMENTACIONES,Trazo,2026-09-01 17:00,3,5,1,0,2,0,0,11,11,7,,11.0055,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/8XwdKWya
2026-09-08 19:52,1CS7,ACERO SUPERIOR EN ZAPATAS,Acero,2026-09-04 17:00,8,5,1,3,0,5,0,22,22,4,,22.0056,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/WcTUz4Bg
2026-09-08 19:52,1CS6,RELLENO CON AFIRMADO COMPACTADO HASTA NIVEL DE ZAPATA,Relleno,2026-09-01 17:00,0,6,4,1,0,2,0,13,13,7,,13.0057,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/SLisF7or
2026-09-08 19:52,1CS8,ACERO VERTICAL DE COLUMNAS Y ESTRIBOS PARCIALES,Acero,2026-09-04 17:00,5,4,2,2,0,3,0,16,16,4,,16.0058,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/b4ZRJ7Fx
2026-09-08 19:52,1CS7,RELLENO CON AFIRMADO COMPACTADO HASTA NIVEL DE FALSA ZAPATA,Relleno,2026-09-01 17:00,0,4,4,1,0,2,0,11,11,7,,11.0059,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/T2RAd3gt
2026-09-08 19:52,1PS1,ACERO 2DO TRAMO,Acero,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.006,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/xh6bKSKm
2026-09-08 19:52,1CS7,TRAZO Y REPLANTEO DE ZAPATAS Y ELEMENTOS VERTICALES,Trazo,2026-09-01 17:00,3,6,1,0,3,0,0,13,13,7,,13.0061,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/1KXeMP0z
2026-09-08 19:52,1PS1,ACERO DE TEMPERATURA,Acero,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0062,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/QxyalqmR
2026-09-08 19:52,1CS8,CONCRETO EN FALSA ZAPATA,Concreto,2026-09-01 17:00,3,5,7,2,1,3,0,21,21,7,,21.0063,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/0bc8JH4V
2026-09-08 19:52,1PS1,ACERO EN VIGAS,Acero,2026-09-01 17:00,0,0,0,0,0,0,0,0,0,7,,0.0064,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/0sSMPlA9
2026-09-08 19:52,1PS1,ENCOFRADO FRISO DE LOSA,Encofrado,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0065,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/xCVyx4tG
2026-09-08 19:52,1PS1,II.EE EN LOSA,Varios,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0066,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/YD6Qe7dU
2026-09-08 19:52,1PS1,ENCOFRADO 1ER TRAMO,Encofrado,2026-09-01 17:00,0,0,0,0,0,0,0,0,0,7,,0.0067,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/PwkBW1PX
2026-09-08 19:52,1PS2,ENCOFRADO DE FONDO DE VIGA,Encofrado,2026-09-01 17:00,0,0,0,0,0,0,0,0,0,7,,0.0068,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/YyI3yLTi
2026-09-08 19:52,1PS11,ENCOFRADO DE COLUMNAS Y PLACAS,Encofrado,2026-09-04 17:00,3,8,6,1,0,2,0,20,20,4,,20.0069,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/BN99HNwb
2026-09-08 19:52,1PS12,COMPLETADO DE ESTRIBOS EN COLUMNAS Y PLACAS,Acero,2026-09-04 17:00,5,5,5,2,4,5,0,26,26,4,,26.007,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/mOGJ0MQl
2026-09-08 19:52,1PS3,CONCRETO DE COLUMNAS Y PLACAS,Concreto,2026-09-01 17:00,3,12,8,2,1,3,0,29,29,7,,29.0071,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/ndWVxyxo
2026-09-08 19:52,1PS12,TRAZO Y REPLANTEO DE COLUMNAS Y PLACAS,Trazo,2026-09-04 17:00,3,6,1,0,3,0,0,13,13,4,,13.0072,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/d6ZeaGuQ
2026-09-08 19:52,1PS4,ENCOFRADO DE COLUMNAS Y PLACAS,Encofrado,2026-09-01 17:00,3,8,6,1,0,2,0,20,20,7,,20.0073,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/hVwZLPc3
2026-09-08 19:52,1PS5,COMPLETADO DE ESTRIBOS EN COLUMNAS Y PLACAS,Acero,2026-09-01 17:00,5,5,5,2,4,5,0,26,26,7,,26.0074,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/5HMaS11J
2026-09-08 19:52,1PS19,ENCOFRADO DE FONDO DE VIGA,Encofrado,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0075,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/IjBUH7KR
2026-09-08 19:52,1PS2,ACERO EN LOSA,Acero,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0076,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/GMauxass
2026-09-08 19:52,1PS5,TRAZO Y REPLANTEO DE COLUMNAS Y PLACAS,Trazo,2026-09-01 17:00,3,6,1,0,3,0,0,13,13,7,,13.0077,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/GCE55Cre
2026-09-08 19:52,1PS2,II.SS EN LOSA,Varios,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0078,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/A2LiP21L
2026-09-08 19:52,1CS10,RELLENO CON AFIRMADO COMPACTADO HASTA NIVEL DE FALSA ZAPATA,Relleno,2026-09-03 17:00,0,4,4,1,0,2,0,11,11,5,,11.0079,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/0gHhPj0E
2026-09-08 19:52,1CS10,TRAZO Y REPLANTEO DE ZAPATAS Y ELEMENTOS VERTICALES,Trazo,2026-09-03 17:00,3,6,1,0,3,0,0,13,13,5,,13.008,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/YiSOPIJu
2026-09-08 19:52,1PS2,LADRILLO PARA TECHO,Varios,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0081,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/dU1G250m
2026-09-08 19:52,1PS20,CONCRETO DE COL,Concreto,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0082,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/WxfGs4g1
2026-09-08 19:52,1CS12,RELLENO CON AFIRMADO COMPACTADO HASTA NIVEL DE ZAPATA,Relleno,2026-09-03 17:00,0,6,4,1,0,2,0,13,13,5,,13.0083,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/uMRayh1E
2026-09-08 19:52,1CS13,CONCRETO DE ZAPATA Y VIGA DE CIMENTACIÓN,Concreto,2026-09-03 17:00,3,5,5,1,1,2,0,17,17,5,,17.0084,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/QkNisz4B
2026-09-08 19:52,1PS21,ENCOFRADO DE COL,Encofrado,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0085,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/UhLvxzsD
2026-09-08 19:52,1CS14,ENCOFRADO DE ZAPATA Y VIGA DE CIMENTACIÓN,Encofrado,2026-09-03 17:00,3,5,4,1,2,2,0,17,17,5,,17.0086,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/SHWuF9xb
2026-09-08 19:52,1PS21,TRAZO Y REPLANTEO DE COL,Trazo,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0087,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/4QUz1oN1
2026-09-08 19:52,1CS15,ACERO DE VIGA DE CIMENTACIÓN,Acero,2026-09-03 17:00,7,4,2,2,0,3,0,18,18,5,,18.0088,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/JjUlexqC
2026-09-08 19:52,1PS3,ENCOFRADO LOSAS Y CARTERA DE VIGAS,Encofrado,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0089,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/UK5GDx53
2026-09-08 19:52,1CS15,ACERO SUPERIOR EN ZAPATAS,Acero,2026-09-03 17:00,8,5,1,3,0,5,0,22,22,5,,22.009,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/T1BFsF17
2026-09-08 19:52,1PS4,ACERO EN VIGAS,Acero,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0091,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/njGfWJmR
2026-09-08 19:52,1PS5,ENCOFRADO DE FONDO DE VIGA,Encofrado,2026-09-04 17:00,0,0,0,0,0,0,0,0,0,4,,0.0092,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/YG5dddlE
2026-09-08 19:52,1CS16,CONCRETO EN FALSA ZAPATA,Concreto,2026-09-03 17:00,3,5,7,2,1,3,0,21,21,5,,21.0093,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/eyY0Vq69
2026-09-08 19:52,1PS6,CONCRETO DE COLUMNAS Y PLACAS,Concreto,2026-09-04 17:00,3,12,8,2,1,3,0,29,29,4,,29.0094,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/gIlOhNDz
2026-09-08 19:52,1CS17,ENCOFRADO DE FALSA ZAPATA,Encofrado,2026-09-03 17:00,3,7,2,1,2,3,0,18,18,5,,18.0095,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/tAoQqp9e
2026-09-08 19:52,1CS18,EXCAVACIÓN DE CIMENTACIONES,Excavacion,2026-09-03 17:00,4,4,6,2,2,3,0,21,21,5,,21.0096,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/5HmxntPn
2026-09-08 19:52,1CS10,ENCOFRADO DE ZAPATA Y VIGA DE CIMENTACIÓN,Encofrado,2026-09-09 17:00,3,5,4,1,2,2,0,17,17,0,si,17.0097,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/2DZwR9S6
2026-09-08 19:52,1CS16,ACERO DE VIGA DE CIMENTACIÓN,Acero,2026-09-09 17:00,7,4,2,2,0,3,0,18,18,0,si,18.0098,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/lRG4lL7Z
2026-09-08 19:52,1CS18,TRAZO Y REPLANTEO PARA EXCAVACIÓN DE CIMENTACIONES,Trazo,2026-09-03 17:00,3,5,1,0,2,0,0,11,11,5,,11.0099,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/kbj3WWtE
2026-09-08 19:52,1CS7,ACERO VERTICAL DE COLUMNAS Y ESTRIBOS PARCIALES,Acero,2026-09-03 17:00,5,4,2,2,0,3,0,16,16,5,,16.01,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/MpMgbXWU
2026-09-08 19:52,1CS16,ACERO SUPERIOR EN ZAPATAS,Acero,2026-09-09 17:00,8,5,1,3,0,5,0,22,22,0,,22.0101,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/t0U9Jz5k
2026-09-08 19:52,1CS8,ACERO INFERIOR EN ZAPATAS,Acero,2026-09-03 17:00,7,4,1,2,0,4,0,18,18,5,,18.0102,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/HpkWIRVF
2026-09-08 19:52,1CS17,ACERO VERTICAL DE COLUMNAS Y ESTRIBOS PARCIALES,Acero,2026-09-09 17:00,5,4,2,2,0,3,0,16,16,0,,16.0103,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/XCtHc3yI
2026-09-08 19:52,1PS1,ACERO EN LOSA,Acero,2026-09-03 17:00,0,0,0,0,0,0,0,0,0,5,si,0.0104,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/uUdSkEAj
2026-09-08 19:52,1CS18,ACERO INFERIOR EN ZAPATAS,Acero,2026-09-09 17:00,7,4,1,2,0,4,0,18,18,0,si,18.0105,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/MYDcSKun
2026-09-08 19:52,1CS7,RELLENO CON AFIRMADO COMPACTADO HASTA NIVEL DE ZAPATA,Relleno,2026-09-09 17:00,0,6,4,1,0,2,0,13,13,0,si,13.0106,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/E5LdINt2
2026-09-08 19:52,1PS1,ENCOFRADO 2DO TRAMO,Encofrado,2026-09-03 17:00,0,0,0,0,0,0,0,0,0,5,,0.0107,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/f91dbkTm
2026-09-08 19:52,1PS1,II.SS EN LOSA,Varios,2026-09-03 17:00,0,0,0,0,0,0,0,0,0,5,,0.0108,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/s0RQEeC1
2026-09-08 19:52,1CS8,CONCRETO DE ZAPATA Y VIGA DE CIMENTACIÓN,Concreto,2026-09-09 17:00,3,5,5,1,1,2,0,17,17,0,si,17.0109,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/x1CCuDeR
2026-09-08 19:52,1PS11,ACERO EN VIGAS,Acero,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,si,0.011,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/oRIgFeNp
2026-09-08 19:52,1PS1,LADRILLO PARA TECHO,Varios,2026-09-03 17:00,0,0,0,0,0,0,0,0,0,5,,0.0111,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/zoBQl1mH
2026-09-08 19:52,1PS11,COMPLETADO DE ESTRIBOS EN COLUMNAS Y PLACAS,Acero,2026-09-03 17:00,5,5,5,2,4,5,0,26,26,5,si,26.0112,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/luAz4S0Y
2026-09-08 19:52,1PS12,ENCOFRADO DE FONDO DE VIGA,Encofrado,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,si,0.0113,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/3ccwFcI5
2026-09-08 19:52,1PS19,ACERO DE LOSA,Acero,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.0114,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/AVFF1jUv
2026-09-08 19:52,1PS11,TRAZO Y REPLANTEO DE COLUMNAS Y PLACAS,Trazo,2026-09-03 17:00,3,6,1,0,3,0,0,13,13,5,,13.0115,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/Q59vgTLc
2026-09-08 19:52,1PS19,CONCRETO DE COL,Concreto,2026-09-03 17:00,0,0,0,0,0,0,0,0,0,5,si,0.0116,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/gmm8xGZZ
2026-09-08 19:52,1PS20,ENCOFRADO DE LOSAS Y CARTERA DE VIGAS,Encofrado,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,si,0.0117,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/vtsS6wGA
2026-09-08 19:52,1PS21,ACERO DE VIGAS,Acero,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,si,0.0118,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/ZYBb6U10
